Sample ID,Lake ID,Round,Lake Name,Sampling Date & Time,Year,Total Alkalinity (mg/L as CaCO3),Chlorophyll a (free of pheophytin) (µg/L),Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L),Involatile (Inorganic) Suspended Solids (mg/L),TN (mg/L),Total Phosphorus as P (µg/L),Soluble Reactive Phosphorus as P (µg/L),NO3+NO2 as N (Cadmium-reduced) (mg/L),Lake Depth at Sampling Site (m),Secchi Transparency at Sampling Site (m),Epilimnetic Average Temperature (°C),Epilimnetic Average pH,Epilimnetic Average Dissolved Oxygen (% Saturation),Epilimnetic Average Dissolved Oxygen (mg/L),Epilimnetic Average Specific Conductivity (uS/cm),Epilimnetic Average Total Dissolved Solids (g/L),Epilimnetic Average Turbidity (NTU),Phytoplankton Total Biomass (mg/L),Zooplankton Total Biomass (µg/L),Bacillariophyta,Chlorophyta,Chrysophyta,Cryptophyta,Cyanophyta,Dinophyta,Euglenophyta,Haptophyta,Alona,Anuraeopsis,Ascomorpha,Asplanchna,Asplanchnopus,Bosmina,Brachionus,Calanoida,Ceriodaphnia,Chydorus,Collotheca,Conochilus (Individual),Coulrella,Cyclopoida,Daphnia,Daphnia lumholtzi,Diaphanosoma,Disparalona,Euchlanis,Filinia,Gastropus,Hexarthra ,Kellicottia,Keratella cochlearis,Keratella quadrata,Lecane,Lepadella,Leptodora,Macrochaetus,Moina,Monostyla,Mytilina,Nauplii,Notholca,Platyias,Pleuroxus,Polyarthra,Pompholyx,Proales,Pseudochydorus,Synchaeta,Testudinella,Trichocerca
2010174033,120,1,(120) Union Grove Lake (Tama ) ,6/23/2010 16:37,,170,36,13,4.5,5,4.57,74.8,4,4.57,3.8,0.8,25.6,8.4,139.3,11.4,410,,6.9,56.04152541,355.684,1.590918916,0.113164595,,4.762814883,34.71587996,13.57857258,1.280174479,,,,1.024,2.028,,,,,4.457,42.173,,0.082,,9.534,281.035,,,,,,,,,1.391,,,,,,,,,9.294,,,,0.431,0.348,,,3.778,,0.109
2010223026,120,2,(120) Union Grove Lake (Tama ) ,8/11/2010 11:58,,169,29,11.3,4.5,6.3,2.47,71.2,4,2.47,3.9,0.6,26.6,7.3,101.5,8.1,400,,9.9,29.78765585,232.0684011,0.160180848,0.643770711,,1.65692099,25.14525542,0.18723577,1.994292109,,,,,,,,,,,2.240792642,,,,68.18198352,132.5338384,,,,,,,,0.808034227,0.290020508,,,,,,,,,24.32561511,,,,,3.688116664,,,,,
2010266007,120,3,(120) Union Grove Lake (Tama ) ,9/23/2010 7:10,,186,29,25.2,4.5,18,3.86,153.5,17.6,1.39,3.7,0.3,18.6,7.7,72.2,6.7,380,,26.1,132.3379837,273.6493627,0.247374233,0.035520403,,0.89308441,128.5588666,2.494039703,0.10909838,,,,,,,,,25.96163004,,1.944763773,,,,77.91198747,147.8519385,,,,,,,,0.330983882,0.488469491,,,,,,,,,16.89151225,,,,2.085082738,0.182994603,,,,,
2011173087,120,1,(120) Union Grove Lake (Tama ) ,6/22/2011 10:49,,172,51,15.7,4,9.7,7.4,68.2,5.5,5.78,3.7,0.6,22.7,8.3,110.7,9.5,420,0.3,18.4,18.6106268,90.66833322,0.828491523,1.068092828,,4.717033992,11.27042528,0.510319661,0.216263515,,,,,0.11548152,,,,35.8399324,,,,,,25.50971197,13.05122727,,,,,,,,,1.107645428,,,,,,,,,14.73202087,,,,0.312313763,,,,,,
2011222017,120,2,(120) Union Grove Lake (Tama ) ,8/10/2011 10:45,,142,66,36,28.7,7.3,1.55,252.8,59.5,0.2,3.3,0.3,26.2,8.6,104.7,8.5,320,0.2,59.9,19.00061303,553.362547,0.339435416,0.194027388,,0.026622386,18.30741591,,0.133111928,,,,,,,,,58.50228862,,,,,,274.1160905,214.5274016,,,,,,,,,0.027240483,,,,,,,,,6.189525764,,,,,,,,,,
2011264003,120,3,(120) Union Grove Lake (Tama ) ,9/21/2011 9:00,,130,37,43.3,17.3,26,2.35,239.1,93.8,0.2,3.6,0.3,16.8,8.2,59,5.7,340,0.2,45.3,9.121525114,371.9421361,0.127224396,,,0.198438052,8.331773674,0.364869966,0.099219026,,,,,,,,,34.6589781,,82.37372523,,,,28.19796738,220.5413635,,,,,,,,,1.110268636,,0.18959523,,,,,,,4.5200746,,,,0.178415659,0.032861368,,,,,0.138886389
2012172022,120,1,(120) Union Grove Lake (Tama ) ,6/20/2012 11:17,,143,110,37.2,16,21.2,1.78,107.7,5,0.31,3.5,0.5,25.4,8.5,116,9.5,250,0.4,24.4,40.23532712,897.6715428,17.90153847,0.905581658,,0.298867777,20.47591401,,0.653425201,,,,,1.773141821,,261.6940653,,,,37.82120565,,,,196.4229737,365.8515756,,,,,,,,0.013941404,0.599057928,,,,,,,,,23.23931017,,,,10.17877441,0.077496802,,,,,
2012221019,120,2,(120) Union Grove Lake (Tama ) ,8/8/2012 9:35,,140,61,14.5,10.6,3.9,1.66,259.8,110,0.03,3.5,0.4,25.4,8.3,64.7,5.3,210,0.3,17.3,36.59430194,73.32845235,0.546786634,0.045392401,,0.075654001,35.5557643,,0.370704606,,,,,,,14.81898152,,,,,,,,17.64718724,7.611569448,,,,,,,,,,,,,,,,,,33.25071414,,,,,,,,,,
2012262007,120,3,(120) Union Grove Lake (Tama ) ,9/18/2012 7:27,,152,38,24.2,9,15.2,2.38,279.3,63.4,0.1,3.4,0.4,18.1,8,58.5,5.5,220,0.3,29.3,296.8264984,773.1013382,0.699479143,0.08407275,,0.190980075,295.2292053,0.523119335,0.099641778,,,,,,,,,,,58.47877387,,,,28.83537039,647.185465,,,,,0.875872825,,,,4.909319467,,,,,,,,,9.63232416,,,,,23.1842125,,,,,
2013170008,120,1,(120) Union Grove Lake (Tama ) ,6/19/2013 11:58,,151,4,17.2,8.4,8.8,9.15,76.8,7,8.16,3.5,0.7,22.7,8.4,145.5,12.5,410,0.3,18.2,24.16695051,255.2394313,18.43321233,1.824749708,0.801285965,3.107702504,,,,,,,,9.70266797,,,0.105016444,3.694546842,,32.70367738,,,,119.3300793,64.63686864,,,,,,,,,7.308405191,,,,,,,,,16.64739744,,,,0.957193761,0.153578365,,,,,
2013219004,120,2,(120) Union Grove Lake (Tama ) ,8/7/2013 13:51,,129,71,15.5,12.5,1.6,3.01,61.3,7,1.74,3.4,0.6,26.1,8.9,177.8,14.4,330,0.2,18.2,32.32559066,513.7110854,,0.300145684,,1.594824195,28.64933704,1.749545945,0.031737795,,,,,,,,,279.1247784,,,,,,13.54429904,182.1598791,,,,,,,,,1.8800277,,,,,,,,,31.30853615,,,,,5.184859014,,,,,0.508705956
2013259008,120,3,(120) Union Grove Lake (Tama ) ,9/16/2013 13:09,,113,121,30.5,16,14.5,2.36,268.4,39.7,0.07,3.4,0.3,20.8,8.6,82.6,7.4,290,0.2,31.5,298.7160204,611.5675165,3.252429956,0.011176735,,0.089413882,285.9186585,9.44434128,,,,,,,,,,74.25373394,,7.388401174,,,,89.62847791,423.359572,,,,,0.309958674,,,,0.424360052,,,,,,,,,15.45911335,,,,,0.743899401,,,,,
2014177001,120,1,(120) Union Grove Lake (Tama ) ,6/26/2014 10:19,,153,65.1,28.8,6.3,22.5,7.31,69.9,2.8,5.9,3.5,0.5,20.7,7.9,89.7,7.9,420,0.3,18.2,28.41448445,206.7533607,14.91825328,0.72418563,0.035335704,0.28072254,12.01586147,,0.434236545,0.005889284,,,,,,,,38.91213476,12.14324698,,,,,76.38674594,64.0031911,,,,,,,,,0.18838791,,,,,,,,,11.70787526,,0,,3.361324149,,,,,,0.050454577
2014225002,120,2,(120) Union Grove Lake (Tama ) ,8/13/2014 8:37,,130,100.8,20.7,14.7,6,3.37,115.2,2.8,1.66,3.5,0.4,23,8.6,117.2,10,320,0.2,28.6,124.5767963,208.6576173,0.221330003,3.349460707,,0.41478882,120.3862816,,0.204935188,,,,,,,,,127.4799156,,,,,,45.95727065,29.76368233,,,,,,,,,0.102046749,,,,,,,,,5.017285215,,0,,,0.285268008,,,,,0.052148789
2014266003,120,3,(120) Union Grove Lake (Tama ) ,9/23/2014 7:57,,186,18.7,8.9,4.8,4.1,3.72,44.8,2.8,2.78,3.6,1,17.6,8.4,98.1,9.4,440,0.3,8.3,13.72666016,352.8008512,4.947978754,0.167708285,0.013147862,0.276105103,2.196569487,6.12515067,,,,,,,,,,45.07252543,,53.07842918,,0.088080047,,26.35704288,210.6527685,,,,,0.038170795,,,,0.398732657,,,,,,,,,9.786621784,,0,,,7.328479907,,,,,
2015175003,120,1,(120) Union Grove Lake (Tama ) ,6/24/2015 10:40,,175,24.3,11,6.2,4.8,8.91,47,2.2,7.78,3.5,1,20,7.8,82.8,7.5,460,0.3,7.6,16.02335924,104.2105236,4.879631043,0.065279345,0.048959509,1.986940065,1.655783388,6.978769982,0.407995907,,,,,,,1.610866555,,7.003958871,,,,,,6.218160186,80.20125169,,,,,,,,,0.834196033,,,,,,,,,8.018329495,,,,,0.323760797,,,,,
2000166009,121,1,(121) Upper Gar Lake (Dickinson ) ,6/14/2000 12:15,,198,26.9,14,5,9,1.08,,,0.19,2.1,0.75,20.4,8.6,94,8.4,494,,31,67.98025,,62.78558,0.59114,,0.25055,4.09104,,0.26194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000195009,121,2,(121) Upper Gar Lake (Dickinson ) ,7/13/2000 12:45,,198,9.9,32,7,25,1.39,,,0.2,2.1,0.48,27.8,8.7,146,11.5,871,,22,13.58278,13.1764,4.09289,0.77384,,0.35845,7.51201,,0.84559,,,,,,,,,8.455547,2.137748,,,,,2.583105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000217009,121,3,(121) Upper Gar Lake (Dickinson ) ,8/4/2000 10:00,,191,40.4,63,2,50,1.69,,,0.17,1.8,0.33,25.5,8.7,107,8.8,457,,89,87.1264,18.73959,12.00506,0.15566,,0.04319,74.70385,0.13676,0.08188,,,,,,,,0.549942,,,,,,,2.08904,14.140418,,,,,,,,,0.243363,,,,,,,,,1.716827,,,,,,,,,,
2001136011,121,1,(121) Upper Gar Lake (Dickinson ) ,5/16/2001 11:20,,85,,2,15,0.5,1.28,74,,0.56,2.4,2.2,18.8,8.2,91,8.5,359,,2,2.43246,75.524671,,,,,2.43246,,,,,,,,,,,3.497807,,,,,,22.401666,39.687321,,,,,,,,,0.008317,,,,,,,,,9.92956,,,,,,,,,,
2001164009,121,2,(121) Upper Gar Lake (Dickinson ) ,6/13/2001 12:30,,170,8.1,17,8,12,1.05,88,,0.71,2.1,2,20.4,8.7,,,422,,4,1.31927,171.891102,0.19911,,,,1.12016,,,,,,,0.378166,,0.630691,,9.667074,,,,,,20.183716,130.674345,,,,,,,,,,,,,,,,,,10.35711,,,,,,,,,,
2001199009,121,3,(121) Upper Gar Lake (Dickinson ) ,7/18/2001 13:00,,168,6.1,2,,,1.1,54,,0.06,1.8,1.3,27.3,8.6,127,10.1,738,,8,1.06134,34.674458,0.03551,0.75126,,,0.27457,,,,,,,,,4.9355,,,,,,,,22.909778,,,,,,,,,,0.102802,,,,,,,,,6.634155,,,,0.092223,,,,,,
2002142011,121,1,(121) Upper Gar Lake (Dickinson ) ,5/22/2002 11:30,,191,28.9,41,42,30,1.23,87,6,0.16,1.9,0.45,14.5,8.4,97,9.9,534,,65,14.0267,170.05652,13.85228,0.04733,,0.01578,0.10956,,0.00175,,,,,,,4.093202,,44.619223,,,,,,,107.722542,,,,,0.126045,,,,0.974203,,,,,,,,,12.521305,,,,,,,,,,
2002170012,121,2,(121) Upper Gar Lake (Dickinson ) ,6/19/2002 9:00,,190,25.5,18,13,,0.97,65,2.5,0.17,,0.3,21.6,8.6,,9.1,457,,,293.5156,154.540805,14.41949,5.57157,0.04893,0.2462,273.22941,,,,,,,3.31417,,4.299229,0.106676,32.117865,,,,0.003821,,37.845291,61.156321,,,,,,,,,0.072288,,0.83023,,,,,,,14.708129,,,,0.086785,,,,,,
2002205010,121,3,(121) Upper Gar Lake (Dickinson ) ,7/24/2002 0:00,,187,46.7,14,7,7,1.37,65,2,0.17,1.8,0.65,25.4,8.3,117,9.6,584,,23,240.43503,179.390819,32.43542,0.15141,0.39065,,207.45755,,,,,,,,,0.45129,0.973555,32.333209,,,,0.000667,,0.901901,140.536406,,,,,0.035499,,,,0.116252,,,,,,,,,3.735184,,,,0.042438,,,,,,0.264418
2003141010,121,1,(121) Upper Gar Lake (Dickinson ) ,5/21/2003 0:00,,191,7.9,13,0.5,9,1.1,52,4,0.14,1.4,1.05,15.6,8.8,110,11,510,,11,49.18604,418.9826,2.76332,0.131,0.10239,0.02841,46.15528,,0.00564,,,,,1.069957,,10.292579,,287.554986,,,,,,16.636868,55.952617,,,,,,,,,0.179883,,,,,,,,,47.29571,,,,,,,,,,
2003169010,121,2,(121) Upper Gar Lake (Dickinson ) ,6/18/2003 10:20,,131,1.9,5,14,2,0.99,30,2.5,0.14,2.2,2.2,23.9,8.4,137,11.5,493,,43,0.63481,146.216747,0.03624,,,,0.59857,,,,,,,,,1.860919,,102.280632,,,,0.056946,,,35.519531,,,,,,,,,0.041865,,,,,,,,,6.456854,,,,,,,,,,
2003204014,121,3,(121) Upper Gar Lake (Dickinson ) ,7/23/2003 11:00,,134,29.1,8,3,3,1.36,86,2.5,0.06,1.7,1.25,24.3,8.7,87,7.3,531,,76,61.60625,300.064173,2.44624,0.25002,,,58.90999,,,,,,,,,,,14.350261,,,,,,,112.323746,,,,,,,,,,,,,,,,,,4.154004,,,,,,,,,,169.236162
2004140008,121,1,(121) Upper Gar Lake (Dickinson ) ,5/19/2004 15:30,,208,4.7,7,7,4,0.93,64,18,0.18,1.5,1.4,17,8.9,120,11.6,564,,47,43.51012,213.516087,0.16745,0.06499,,0.01565,43.26203,,,,,,,0.065889,,,,173.957929,,,,,,3.815751,,,,,,,,,,,,,,,,,,,35.676518,,,,,,,,,,
2004168009,121,2,(121) Upper Gar Lake (Dickinson ) ,6/16/2004 11:30,,212,20.8,12,17,6,1.12,97,29,0.16,1.7,1,22,8.3,94,8.2,581,,13,53.28433,484.912218,2.26102,0.03772,,,50.87068,,0.11491,,,,,0.471843,,57.643015,8.514527,91.6935,,,,0.006258,,14.638203,271.161751,,,,,1.422067,,,,2.579632,,,,,,,,,28.037874,,,,7.017333,,,,,,1.726215
2004203011,121,3,(121) Upper Gar Lake (Dickinson ) ,7/21/2004 11:00,,210,32.6,20,33,12,1.43,121,19,0.06,1.9,1.3,27.2,8.6,104,8.2,531,,75,1082.36278,185.511734,1.27932,1056.20148,,0.07534,24.7284,,0.07824,,,,,,,1.04322,,114.462477,,,,,,6.641825,46.637404,,,,,,,,,,,11.529625,,,,,,,4.689661,,,,0.507522,,,,,,
2005145017,121,1,(121) Upper Gar Lake (Dickinson ) ,5/25/2005 11:00,,194,11.2,,,,1.29,19,2.5,0.65,2.8,2.15,16.8,8.6,119,11.6,509,,6,1.29073,163.441565,1.21089,,,0.02955,0.0183,,0.03199,,,,,,,1.020728,,16.216398,,,,,,9.045325,115.328424,,,,,,,,,,,,,,,,,,21.83069,,,,,,,,,,
2005173019,121,2,(121) Upper Gar Lake (Dickinson ) ,6/22/2005 8:30,,202,30.5,13,3,9,1.23,77,27,0.48,2.1,1.9,24.3,8.6,103,8.6,516,,688,16.75865,61.150661,14.38593,,,0.17479,2.19793,,,,,,,,,0.592752,,36.666748,,,,,,3.701261,14.894587,,,,,,,,,,,0.737527,,,,,,,4.557786,,,,,,,,,,
2005207016,121,3,(121) Upper Gar Lake (Dickinson ) ,7/26/2005 11:30,,193,269.1,13,15,2,1.45,135,34,,2.1,0.75,25.3,8.5,96,7.9,577,,217,215.55905,271.512689,2.16167,0.01845,,0.13286,213.05093,,0.19514,,,,,,,4.772651,0.671822,164.437276,,,,,,,93.662138,,,,,,,,,,,0.894604,,,,,,,7.023496,,,,0.050702,,,,,,
2006159014,121,1,(121) Upper Gar Lake (Dickinson ) ,6/8/2006 13:06,,201,34.3,24,5,12,1.68,182,11,0.35,2,2.1,23.7,9.1,117,9.9,489,,7,66.06697,232.720676,4.93932,0.34468,,0.15807,60.6249,,,,,,,,,7.085158,0.191464,181.597654,,,,,,1.230476,40.877624,,,,,,,,,0.013746,,,,,,,,,1.724554,,,,,,,,,,
2006172008,121,2,(121) Upper Gar Lake (Dickinson ) ,6/21/2006 9:50,,209,3.9,7,5,2,1.33,83,,0.29,1.9,1.9,22.5,8.9,100,8.7,513,,572,15.47997,187.986237,0.03676,2.71402,,,12.72919,,,,,,,,,,,143.995249,,,,,,3.967657,39.11789,,,,,,,,,,,,,,,,,,0.905441,,,,,,,,,,
2006207010,121,3,(121) Upper Gar Lake (Dickinson ) ,7/26/2006 11:32,,198,35.5,13,6,6,1.47,122,18,0.06,2.1,0.9,25.9,8.2,94,7.7,523,,4,589.54982,14.678938,13.54614,0.38798,,,575.6157,,,,,,,,,,1.490084,,,,,,,,,,,,,10.94884,,,,0.451108,,,,,,,,,,,,,0.241064,,,,,,1.547842
2007144005,121,1,(121) Upper Gar Lake (Dickinson ) ,5/24/2007 8:30,,197,,,3,2,0.69,52,11,0.29,2.4,2.2,18.6,7.8,75,7,472,,9,2135.50468,362.70943,2.58722,,,,2132.91746,,,,,,,,,2.670059,,69.398387,,,,,,,280.737533,,,,,,,,,0.048633,,,,,,,,,9.854818,,,,,,,,,,
2007171009,121,2,(121) Upper Gar Lake (Dickinson ) ,6/20/2007 10:45,,206,11,13,18,4,0.69,97,42,0.29,2,0.9,23.1,8,88,7.5,499,,15,424.6407,152.279133,,0.01738,,,424.62332,,,,,,,,,0.824571,,100.95565,,,,,,3.563857,33.52522,,,,,,,,,,,,,,,,,,13.409835,,,,,,,,,,
2007205006,121,3,(121) Upper Gar Lake (Dickinson ) ,7/24/2007 10:00,,203,33,20,9,5,1.52,190,77,0.29,2.1,0.55,26.3,8.7,115,9.2,506,,19,160.84454,77.295655,3.25056,0.0355,,,157.55848,,,,,,,,,,0.019137,71.342924,,,,,,0.885636,,,,,,0.810734,,,,0.06764,,,,,,,,,4.065863,,,,0.025841,,,,,,0.07788
2009154009,121,1,(121) Upper Gar Lake (Dickinson ) ,6/3/2009 12:24,,215,9,6,4,2,0.87,41.3,4.5,0.25,2.4,1.7,18.6,8.7,130.3,12.2,490,,4.5,29.1509,39.430107,1.43702,0.10164,0.00524,2.07563,25.53137,,,,,,,,,2.328956,,14.325364,,,,,,5.721281,9.588915,,,,,,,,,,0.196646,,,,,,,,7.268945,,,,,,,,,,
2009189079,121,2,(121) Upper Gar Lake (Dickinson ) ,7/8/2009 11:20,,208,3,2.5,4,2,0.82,51.6,14.7,0.25,2.4,2.4,24.3,8.4,102.2,8.5,500,,10.3,10.62652,89.116509,0.33007,0.39489,,0.13229,9.69854,,0.07073,,,,,,,,,64.960994,,,,,,,23.111104,,,,,,,,,,,,,,,,,,1.044411,,,,,,,,,,
2009216065,121,3,(121) Upper Gar Lake (Dickinson ) ,8/4/2009 13:45,,206,5,8.3,4,2,0.85,77,29.6,0.25,2.5,2.5,23.9,8.6,,,570,,5.9,110.01529,13.938445,0.65794,,0.19808,0.14262,109.00714,,0.00951,,,,,,,,3.758453,,,,,,,4.171763,,,,,,,,,,0.07423,,,,,,,,,5.455771,,,,0.478228,,,,,,
2010154014,121,1,(121) Upper Gar Lake (Dickinson ) ,6/3/2010 13:07,,190,3,2.5,4.5,2,0.25,46.4,13.7,0.25,2.4,2.4,20.9,8.1,101.7,9.1,590,,6.9,7.126863512,720.859,0.051643639,0.035700706,,0.242495364,6.797023803,,,,,,,,,,,236.015,,,,,,18.75,431.022,,,,,,,,,,,,,,,,,,35.072,,,,,,,,,,
2010202004,121,2,(121) Upper Gar Lake (Dickinson ) ,7/21/2010 9:27,,180,13,13,4.5,7,0.25,56.6,4,0.25,2.4,1,26.7,8.4,102.9,8.2,470,,51,20.3330276,71.42620264,8.427006036,0.104909036,0.007868178,0.382917981,11.41032637,,,,,,0.080689521,,,,,22.05698876,,,,,,3.244633512,8.335719133,,,,0.495535548,0.883774683,,,,1.760085021,,,,,,,,,29.49164108,,,,4.812864565,,,,0.264270812,,
2010244009,121,3,(121) Upper Gar Lake (Dickinson ) ,9/1/2010 14:20,,170,26,15,4.5,6,1.65535,77.8,4,0.25,2.3,0.7,24.3,8.7,159.5,13.3,400,,17.6,28.32443379,143.1464563,5.324792381,0.042174747,,0.088366137,22.86910052,,,,,,0.508895137,,,,0.180863659,50.2461999,4.117063013,5.890228105,,0.265759543,,34.85370041,8.388425505,,,,,,,,,3.66392313,,,,,,,,,34.1790181,,,,0.401183887,,,,,,0.451195886
2011152040,121,1,(121) Upper Gar Lake (Dickinson ) ,6/1/2011 10:20,,178,11,6.8,4,2.5,1.7971,30.2,5.5,0.2,2.4,1.4,18.2,8.5,95.4,9,430,0.3,8.1,20.09327793,235.008439,9.101715441,0.059255767,,0.030583622,10.9017231,,,,,,,,,113.5471869,,7.348792918,,,,,,34.040938,68.62874477,,,,,,,,,0.759588454,0.473925901,,,,,,,,9.947239582,,,,0.2620225,,,,,,
2011199062,121,2,(121) Upper Gar Lake (Dickinson ) ,7/18/2011 13:58,,187,36,12.6,4,5.8,0.52873,75.7,5.5,0.2,2.8,1,27.6,8.4,142.2,11.2,420,0.3,14,16.16881106,235.5635212,0.676960693,0.261116477,0.039118573,0.019559287,15.17205603,,,,,,,,,,0.116929905,48.22937084,,,,,,137.2946169,30.6760217,,,,,0.614906082,,,,0.403103603,,,,,,,,,18.22857214,,,,,,,,,,
2011241017,121,3,(121) Upper Gar Lake (Dickinson ) ,8/29/2011 16:05,,170,29,16.9,9.5,7.4,0.25,55,5.5,0.2,2.2,0.8,25,8.6,148.4,12.3,410,0.3,21.6,10.64893782,330.6052502,1.818381049,0.052565619,,0.077874991,8.700116161,,,,,,,,,2.082830098,,77.44651459,,72.6694396,,,,,161.9846904,,,,,,,,,1.131326665,,,,,,,,,14.64792553,,,,,,,,,,0.6425233
2012150034,121,1,(121) Upper Gar Lake (Dickinson ) ,5/29/2012 12:11,,195,10,10.7,7,3.7,1.2403,56.6,10.9,0.03,2.6,1.4,20.1,8.2,115.4,10.5,300,0.5,5.7,57.15756953,401.1721857,8.089445112,12.09383003,,0.301370092,35.97565364,,0.697270659,,,,0.09366299,18.89142408,,2.5242098,,69.12107913,,16.86351832,,,,12.47970774,244.8664682,,,14.41801232,,,,,,0.042679041,,,,,,,,,12.35720871,,,,0.179050738,,,,,,9.33516465
2012198024,121,2,(121) Upper Gar Lake (Dickinson ) ,7/16/2012 11:33,,187,58,23.7,17.3,6.4,2.0208,108,5,0.03,2,0.6,27.8,8.6,146.5,11.5,290,0.4,23.9,400.4098575,597.5454406,1.645515544,0.848960619,0.284213338,0.107576077,396.6025548,0.610261818,0.310775333,,,,0.716941855,,,40.67430967,,73.80049353,,32.73704384,,,,54.802684,375.8385438,,,,,3.173397064,,,,1.216983256,,,,,,,,,12.7533308,,,,0.861152866,0.970559913,,,,,
2012240005,121,3,(121) Upper Gar Lake (Dickinson ) ,8/27/2012 16:48,,177,65,15.9,13.5,2.4,2.0322,107.8,5,0.03,2.1,0.6,24.3,8.6,174.5,14.6,270,0.4,21.2,52.78111675,173.4131321,3.320140178,1.478946967,0.004513682,0.03009121,46.28864675,1.600100106,0.05867786,,,,0.670756488,,,,0.530782456,17.75719257,,10.03714172,,,,17.11000392,90.98485845,,,,,,,,,2.860623806,,,,,,,,,32.77599402,,,,0.501338497,0.184440128,,,,,
2013148012,121,1,(121) Upper Gar Lake (Dickinson ) ,5/28/2013 16:41,,183,10,8.8,4.8,4,1.7258,109.2,45,0.07,2.3,2.2,15.7,8.2,99.3,9.9,440,0.3,3.5,15.31457605,448.1400352,5.244057151,1.884864867,,0.369366071,7.672776307,,0.143511658,,,,,,,,,45.09661414,,41.52629207,,,,87.35046474,265.475465,,,,,,,,,0.131909727,0.292491045,,,,,,,,8.266798433,,,,,,,,,,
2013197006,121,2,(121) Upper Gar Lake (Dickinson ) ,7/16/2013 10:24,,193,7,4.9,3.4,1.6,1.09315,112.1,50.6,0.07,2.1,1.8,26.1,8.4,114.2,9.2,470,0.3,3.4,58.34503774,231.9156627,0.175150171,1.912204071,,0.21310708,56.02153781,,0.023038603,,,,,,,,,161.5487544,,,,0.098251611,,46.65394538,,,,,,,,,,,,,,,,,,,23.61471127,,,,,,,,,,
2013240006,121,3,(121) Upper Gar Lake (Dickinson ) ,8/28/2013 11:17,,187,33,12.8,8.4,4.4,1.3398,85.9,7,0.07,1.9,0.8,27.3,8.6,145.1,11.5,470,0.3,10.2,29.03811808,73.90829997,11.12292436,4.503011758,,0.632910491,11.66263653,0.791138113,0.325496824,,,,,8.573536882,,0.102431954,0.762520608,,,,,,,33.44049435,,,6.09542679,,,,,,,2.20344121,,,,,,,,,14.70352578,,,,7.632113741,,,,,,0.394808656
2014154008,121,1,(121) Upper Gar Lake (Dickinson ) ,6/3/2014 15:34,,175,4.7,3.8,1.8,1.1,1.1326,54.3,2.8,0.03,1.9,1.9,22.6,8.5,107.3,9.3,460,0.3,2.7,5.51178478,219.4063441,1.095843109,0.936443154,0.074268758,0.30263256,3.102597199,,,,,,,1.243731426,,,,81.24442709,,,,,,13.44175662,107.475752,,,,,,,,,0.257204827,0.561706418,,,,,,,,15.18176575,,0,,,,,,,,
2014203009,121,2,(121) Upper Gar Lake (Dickinson ) ,7/22/2014 12:49,,184,37.7,13.8,9.7,4.1,1.5058,86.8,2.8,0.03,2.1,0.8,24.8,8.4,113.5,9.4,430,0.3,10.2,57.03641362,220.7948019,7.823474069,1.237113557,,1.346663569,46.62916242,,,,,,0.046169905,,,,,119.9234843,,2.322384765,,,,62.50173935,,,,,,,,,,3.186246091,,,,,,,,,31.99886792,,0,,0.473484407,0.342425127,,,,,
2014246007,121,3,(121) Upper Gar Lake (Dickinson ) ,9/3/2014 14:00,,180,42.6,14.4,8.4,6,1.5737,77.9,2.8,0.03,2.2,0.6,23.2,8.7,118.3,10.1,430,0.3,20.1,228.8967652,45.79131769,11.99023127,0.362332815,,0.032979991,216.5112211,,,,,,,,,,,7.870627839,,,,,,13.58827435,,,9.092935256,,,0.172883146,,,,0.595131855,,,,,,,,,14.06150981,,0,,0.223900105,0.061771511,,,,,0.124283821
2015153008,121,1,(121) Upper Gar Lake (Dickinson ) ,6/2/2015 15:34,,181,3,2.1,1.4,0.7,0.9704,47.2,6.6,0.03,2.2,2.2,19,8.8,145.4,13.5,450,0.3,1,0.849933191,354.648534,0.020629186,0.024497158,0.088533588,0.595237959,0.1210353,,,,,,,7.331066991,,,,66.05293936,,,,0.510734662,,19.91259,207.0724038,,,,13.549842,,,,,0.741884233,6.332233628,,,,,,,,11.57924409,,,21.56559519,,,,,,,
2015202006,121,2,(121) Upper Gar Lake (Dickinson ) ,7/21/2015 14:57,,191,17.1,10.2,7.2,3,0.989,81.2,2.2,0.03,2,1,26.6,8.4,159.2,12.76,500,0.32,4.3,33.15258561,53.63850926,5.578153667,1.073985547,,0.032139218,26.40402874,,,0.064278437,,,,4.957053542,,19.11651197,0.113708979,,,,,0.066860259,,4.75892352,9.712950404,,,,,2.24066753,,,,0.327846284,,,,,,,,,6.287666335,,,,6.056320433,,,,,,
2015245006,121,3,(121) Upper Gar Lake (Dickinson ) ,9/2/2015 13:25,,169,11.6,6.99,5.5,1.49,0.90175,42.2,2.2,0.03,2.2,1.3,22.9,8.6,144.9,12.44,440,0.29,3.3,52.40996848,142.6611885,0.26530099,2.080620588,0.048589925,0.023323164,49.94548748,,,0.046646328,,,,33.98362013,,,,,,90.84057085,,,,,,,,,4.593615115,,,,,0.355651812,,,1.061791256,,,,,,11.21514675,,,,0.514366806,0.096425745,,,,,
